id,code,name,category_code,price,image,tax,cost,tax_method,quantity,barcode_symbology,type,details,alert_quantity
202,460854000000,LP09,0,35,,0,0,1,28,ean13,standard,2 VESTIDO BORDADO 8,20
203,460854000000,LP10,0,35,,0,0,1,34,ean13,standard,2 VESTIDO BORDADO 8,20
204,460854000000,LP11,0,35,,0,0,1,62,ean13,standard,2 VESTIDO BORDADO 8,20
205,460854000000,LP12,0,35,,0,0,1,61,ean13,standard,2 VESTIDO BORDADO 8,20
206,460854000000,LP13,0,35,,0,0,1,15,ean13,standard,2 VESTIDO BORDADO 8,20
207,460854000000,LP15,0,35,,0,0,1,23,ean13,standard,2 VESTIDO BORDADO 8,20
208,460854000000,LP17,0,30,,0,0,1,67,ean13,standard,2 VESTIDO GUIPIR 8,20
209,460854000000,LP18,0,35,,0,0,1,6,ean13,standard,2 VESTIDO BORDADO 8,20
210,460854000000,LP19,0,35,,0,0,1,12,ean13,standard,2 VESTIDO BORDADO 8,20
211,460854000000,lp20,0,35,,0,0,1,13,ean13,standard,2 VESTIDO BORDADO 8,20
212,300114000000,LP82,0,50,,0,0,1,0,ean13,standard,1 BLUSA LISA 8,20
213,310116000000,LY01,0,50,,0,0,1,0,ean13,standard,1 BLUSA MANGA LONGA 7,20
214,280116000000,LY02,0,50,,0,0,1,0,ean13,standard,1 BLUSA MANGA LONGA 7,20
215,480116000000,LY03,0,100,,0,0,1,87,ean13,standard,1 MACACÃO ESTAMPA 7,20
216,357056000000,LY13,0,75,,0,0,1,0,ean13,standard,2 MACACÃO LISO ALCINHA CINTO DE CORDÃO 8,20
217,201056000000,LY18,0,40,,0,0,1,20,ean13,standard,2 BLUSA ALCINHA OMBRO VAZADO 8,20
218,204056000000,LY21,0,30,,0,0,1,126,ean13,standard,2 BLUSA LISA ALCINHA 8,20
219,238066000000,LY22,0,40,,0,0,1,10,ean13,standard,2 BLUSA BABADO MANGA 7,20
220,197066000000,LY23,0,25,,0,0,1,34,ean13,standard,2 BLUSA LISA CORTE V MANGA CURTA 8,20
221,198066000000,LY24,0,25,,0,0,1,13,ean13,standard,2 BLUSA LISA MANGA CURTA BUFANTE 7,20
222,165066000000,LY25,0,25,,0,0,1,4,ean13,standard,2 BLUSA CIGANINHA COM LAÇO REGULADOR 7,20
223,180066000000,LY26,0,35,,0,0,1,20,ean13,standard,2 BLUSA LIA MANGA CURTA OMBRO VAZADO 7,20
224,198066000000,LY27,0,40,,0,0,1,3,ean13,standard,2 BLUSA MANGA CURTA DECOTE FRANZIDO 8,20
225,157066000000,LY29,0,25,,0,0,1,22,ean13,standard,2 BLUSA LISA LAÇO NO DECOTE 7,20
226,197066000000,LY30,0,35,,0,0,1,2,ean13,standard,2 BLUSA LISA MANGA CURTA 7,20
227,424066000000,LY32,0,85,,0,0,1,5,ean13,standard,2 VESTIDO LISO 8,20
228,414066000000,LY33,0,80,,0,0,1,6,ean13,standard,2 VESTIDO LISO MANGA CURTA 8,20
229,192066000000,LY34,0,30,,0,0,1,74,ean13,standard,2 BLUSA LISA OMBRO VAZADO 8,20
230,402066000000,LY35,0,85,,0,0,1,36,ean13,standard,2 VESTIDO LISO OMBRO A OMBRO 8,20
231,404066000000,LY36,0,80,,0,0,1,2,ean13,standard,2 MACAQUINHO LISO OMBRO VAZADO 8,20
232,190066000000,LY37,0,80,,0,0,1,6,ean13,standard,2 CONJUNTO LISO BLUSA E CALÇA 7,20
233,217066000000,LY37,0,80,,0,0,1,6,ean13,standard,2 CONJUNTO LISO BLUSA E CALÇA 7,20
234,213066000000,LY38,0,80,,0,0,1,5,ean13,standard,2 CONJUNTO LISO BLUSA E CALÇA 7,20
235,220066000000,LY38,0,80,,0,0,1,5,ean13,standard,2 CONJUNTO LISO BLUSA E CALÇA 7,20
236,374066000000,LY39,0,75,,0,0,1,23,ean13,standard,2 VESTIDO ALCINHA 8,20
237,365066000000,LY40,0,75,,0,0,1,0,ean13,standard,2 MACAQUINHO LISO ALCINHA 8,20
238,380066000000,LY41,0,75,,0,0,1,68,ean13,standard,2 VESTIDO LISO UM OMBRO SÓ 8,20
239,433066000000,LY42,0,90,,0,0,1,1,ean13,standard,2 MACAQUINHO MANGA BUFANTE 8,20
